ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS,Normalized
 -2.62265213 -1.2221688  -0.80879071  0.29752849  1.39530761  1.58016859
  0.25087901 -1.07432967 -0.08464503 -2.23720119 -0.22046415 -0.15366615]",[0.95093051],YES,YES
G,phasex,xor_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5737203568501226,0.6816485919525139,0.0131944444444444,-0.0253164556962025,"[ 0.31305818  1.31724643 -0.89721214 -0.87109341  1.01309851  1.36839461
 -0.28423719 -1.54428029 -1.20525297 -0.20337841 -0.59160962  1.3775828
 -1.87779287 -0.24213208  0.02188462 -0.63756924  0.51385476  0.53694915
  1.26762457 -0.13421575  0.79760541 -1.32728194 -1.1775264  -1.08582931]",[0.1755467],YES,YES
G,phasex,xor_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0255288107590237,0.0906966293083231,0.0302756753003263,-0.0253164556962025,"[ 0.34867412  1.37210742 -0.91330358 -0.88645569  0.99934752  1.36269303
 -0.29306771 -1.52252662 -1.17765955 -0.18005617 -0.56948829  1.32330549
 -1.84146488 -0.23750051  0.02115373 -0.62003948  0.54427674  0.54167396
  1.22271937 -0.07379342  0.81628833 -1.31687018 -1.15220792 -1.05357235]",[0.15469377],YES,YES
G,phasex,xor_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.579075678222402,0.6567149900406075,-0.0173599055621137,-0.0471441523118767,"[ 0.35738142  1.31924443 -0.91234433 -0.81036043  0.98994041  1.37156559
 -0.29661791 -1.57629864 -1.13652908 -0.22152592 -0.58131299  1.42703692
 -1.83828639 -0.26895456  0.0469895  -0.68684971  0.44663807  0.56165893
  1.19357237 -0.11855009  0.80216016 -1.37141925 -1.14608762 -1.13083229]",[0.18540142],YES,YES
G,phasex,xor_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0276816421542079,0.0806702055487643,-0.0208333333333333,-0.0471441523118767,"[ 0.39884776  1.34674636 -0.87143915 -0.82792111  0.96983913  1.4012583
 -0.33902262 -1.55858111 -1.17922563 -0.26025369 -0.61688288  1.39220681
 -1.80631644 -0.28634921  0.09097812 -0.71280219  0.45080699  0.5847341
  1.1891645  -0.13865841  0.86078555 -1.37778144 -1.08931945 -1.1154611 ]",[0.13093687],YES,YES
G,phasex,xor_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6529167637920585,0.5739630298933265,-0.0204081632653061,-0.05,"[ 0.39456376  1.31601614 -0.82621917 -0.82050137  0.9693294   1.37940734
 -0.32998087 -1.55626648 -1.16105726 -0.23131726 -0.63532058  1.37329096
 -1.90235152 -0.26756117  0.09059629 -0.65379724  0.39563392  0.55700794
  1.21131238 -0.14361786  0.89443105 -1.39813864 -1.16924532 -1.11655074]",[0.15496783],YES,YES
G,phasex,xor_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-0.8501824   2.56402679 -2.11168515 -2.10780291  2.11698349  0.13253936
  0.93470599 -0.38088803 -0.0126618   1.01607421  0.63533593  0.10669845
 -2.97124245  0.89304614 -1.15738103  0.57850061  1.74389792 -0.59475594
  2.35818534  1.10850346 -0.36561715 -0.12989486 -2.32777048  0.13521458]",[1.23190263],YES,YES
G,phasex,xor_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6333281718034625,0.6525208382606197,-0.0197710718002081,-0.0299727520435967,"[ 0.42536033  1.32584682 -0.91852745 -0.85250768  0.97994489  1.38872863
 -0.35872611 -1.5876241  -1.1706981  -0.23644124 -0.59050108  1.41380776
 -1.81718397 -0.30099909  0.11190759 -0.69593187  0.41781013  0.57240607
  1.20263641 -0.12874526  0.86785772 -1.39507228 -1.12569324 -1.15836261]",[0.14154313],YES,YES
G,phasex,xor_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[ 1.39008664  2.40038533  0.12858389  0.13246614  1.95334204  2.37280841
 -1.30556306 -0.54452949 -0.17630325 -1.22419484 -1.60493312  2.3469675
 -2.807601    0.72940468  1.08288802 -1.66176843 -0.49637112 -0.43111449
  2.19454389 -1.13176558  1.87465189 -2.37016391 -0.08750143 -2.10505447]",[1.06826117],YES,YES
G,phasex,xor_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6054503755693506,0.6624802686361819,-0.0099236641221374,-0.0299727520435967,"[ 0.34413662  1.32495346 -0.96386361 -0.91791526  0.97653709  1.35311404
 -0.30542501 -1.58394406 -1.15778049 -0.1996054  -0.5157884   1.347273
 -1.80146952 -0.28555946  0.04381987 -0.6930669   0.49125488  0.57361609
  1.20894056 -0.07403699  0.76256818 -1.30731681 -1.12148024 -1.0514367 ]",[0.17314031],YES,YES
G,phasex,xor_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0282437831584978,0.1003345009864332,-0.0099236641221374,-0.0299727520435967,"[ 0.3594573   1.31686001 -0.94784934 -0.90539917  0.97071369  1.35722312
 -0.29119461 -1.57123884 -1.18416426 -0.23892404 -0.5761586   1.37243829
 -1.79521172 -0.25552438  0.06525634 -0.71225434  0.47517576  0.61167655
  1.1964384  -0.09414693  0.79007338 -1.33894346 -1.12231992 -1.07891061]",[0.14848861],YES,YES
G,phasex,circles_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6165334605159674,0.6118120414465573,-2.5808830306940733e-05,-0.0024662675987553,"[ 3.21577697e-01  1.33251389e+00 -8.21569369e-01 -9.39877774e-01
  9.60162148e-01  1.32878918e+00 -4.02565895e-01 -1.52809636e+00
 -1.30081249e+00 -2.02482425e-01 -5.29148367e-01  1.39148465e+00
 -1.72702176e+00 -2.26675569e-01 -1.56625424e-03 -6.24933401e-01
  5.61429476e-01  7.31437909e-01  1.13062088e+00 -1.50203358e-01
  7.54277483e-01 -1.29347982e+00 -1.11176451e+00 -1.06223447e+00]",[0.22466573],YES,YES
G,phasex,circles_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-5.65763047e-01  4.58418734e-01  6.96810743e-02 -2.14529637e-04
  1.13754381e-02  4.14978388e-01 -1.17090207e+00 -6.63327061e-01
 -2.12025018e+00 -1.08953384e+00  3.50916571e-01  2.28608435e+00
 -2.61502558e+00 -1.21454224e+00 -8.01164150e-01  2.96061586e-01
  1.38768105e+00  1.58462996e+00  2.52577293e-01 -1.07286276e+00
 -8.31781259e-02 -2.23550291e+00 -2.22162423e-01 -1.49204775e-01]",[0.9494636],YES,YES
G,phasex,circles_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6063377829587453,0.5900676146098713,0.0033719141184002,-0.0039436619718309,"[ 0.28784994  1.31075869 -0.83847513 -0.96055568  0.96111299  1.35115829
 -0.35465045 -1.47754855 -1.25396472 -0.19010736 -0.51682665  1.449088
 -1.69473117 -0.24479094  0.05843069 -0.54980239  0.55250547  0.71995826
  1.1705368  -0.15399909  0.77609598 -1.30685391 -1.08466439 -1.04423802]",[0.23129713],YES,YES
G,phasex,circles_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031297087698338,0.0072584066901204,0.0017234337420224,-0.003223037040945,"[ 0.27620163  1.38286053 -0.82156507 -0.9610777   1.02044946  1.32348454
 -0.34302678 -1.49145485 -1.21208958 -0.10031666 -0.51868417  1.46634469
 -1.69375909 -0.18598887  0.10324732 -0.52846846  0.53772623  0.75980223
  1.18768119 -0.1990979   0.78061186 -1.24146923 -1.10563328 -1.0844748 ]",[0.22052962],YES,YES
G,phasex,circles_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6036323286878778,0.6147668096018309,-0.001623080017599,-0.0043901398888337,"[ 0.31288974  1.32899422 -0.86945093 -0.83626985  0.98792857  1.36587699
 -0.40561259 -1.51744591 -1.32330103 -0.15230283 -0.56290702  1.38579558
 -1.76931281 -0.23431393 -0.03116031 -0.54471744  0.6170304   0.75631513
  1.12679909 -0.13786493  0.76960619 -1.23728891 -1.10851072 -1.10852173]",[0.22868912],YES,YES
G,phasex,circles_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031575188121339,0.0078854253434527,-0.0016050259679928,-0.0043165674655513,"[ 0.2540481   1.41896871 -0.89065768 -0.83871477  1.03487628  1.27151292
 -0.39168805 -1.45212747 -1.29064456 -0.0903392  -0.57510627  1.4531706
 -1.77517767 -0.18577347  0.00532262 -0.5122709   0.58212648  0.79948702
  1.08252172 -0.14694959  0.81121389 -1.21933041 -1.08691317 -1.13140288]",[0.21652635],YES,YES
G,phasex,circles_500samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6102960316290451,0.6222913555597451,-0.0020072763768661,0.0158702476456226,"[ 0.2861573   1.38596708 -0.84645064 -0.86848853  1.0065234   1.3214788
 -0.35908447 -1.48080426 -1.23014183 -0.13603294 -0.58004258  1.42131586
 -1.76594407 -0.20961303 -0.01205668 -0.54518845  0.60289416  0.76201487
  1.09223644 -0.1427475   0.81327141 -1.25528667 -1.09532053 -1.09895917]",[0.21316817],YES,YES
G,phasex,circles_500samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031890786216247,0.0080645385655953,-0.0018593977419316,0.0159062887477089,"[ 0.2700555   1.33431289 -0.82531982 -0.84256387  0.96641034  1.29987557
 -0.38411323 -1.46570418 -1.26929334 -0.21307444 -0.57756071  1.41680294
 -1.76984634 -0.23614831 -0.02520797 -0.56473095  0.60593018  0.75415478
  1.07789208 -0.12318408  0.77833757 -1.33071295 -1.08123437 -1.06778551]",[0.1977037],YES,YES
G,phasex,circles_500samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6239607958015196,0.6053485849718727,0.0028194654540379,0.0010779127736588,"[ 0.30241521  1.28730403 -0.82208049 -0.91055168  0.94720593  1.32523607
 -0.40114488 -1.49738603 -1.32701235 -0.1977593  -0.55111821  1.39611208
 -1.76768041 -0.27308697 -0.0104776  -0.58657855  0.63346375  0.69980612
  1.11547168 -0.17151397  0.77990293 -1.32572486 -1.09241678 -1.02710458]",[0.21063847],YES,YES
G,phasex,circles_500samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0034510406295011,0.0072742808979506,0.0040166104559682,0.0010779127736588,"[ 0.26350276  1.32789871 -0.80669903 -0.86143103  0.92458528  1.25453068
 -0.45885746 -1.43674922 -1.36781208 -0.22514175 -0.54472907  1.46292731
 -1.81891928 -0.30090444 -0.05257267 -0.5081188   0.66938785  0.75292952
  1.06565095 -0.20343853  0.80201154 -1.32834707 -1.04334002 -1.00247662]",[0.21804636],YES,YES
G,phasex,circles_500samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6052263105870981,0.5864242602398699,0.0027863764829551,-0.0014913131011855,"[ 3.59915163e-01  1.32136336e+00 -8.17655927e-01 -8.69578342e-01
  8.97851848e-01  1.31514568e+00 -4.36424085e-01 -1.55071214e+00
 -1.33095649e+00 -2.18274989e-01 -5.78676078e-01  1.37014287e+00
 -1.80474696e+00 -2.87230803e-01  5.53055975e-04 -5.82701995e-01
  5.95790751e-01  6.86648286e-01  1.14899965e+00 -1.83242177e-01
  7.89624321e-01 -1.33925844e+00 -1.09714911e+00 -1.02856554e+00]",[0.1789175],YES,YES
G,phasex,circles_500samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031705895074925,0.0070042134941085,0.0040039621774278,-0.0024435378800695,"[ 0.36033957  1.34309482 -0.831685   -0.8654093   0.94132876  1.30727841
 -0.40822421 -1.54770859 -1.31325537 -0.168377   -0.6008302   1.36686877
 -1.80694956 -0.29210153  0.00945616 -0.58605043  0.59852452  0.65795512
  1.1432176  -0.16595021  0.78954538 -1.31025988 -1.11076578 -1.05937745]",[0.15090199],YES,YES
G,phasex,circles_500samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.5990670472907369,0.6153295008965258,-0.0016010596352041,0.0010291255616038,"[ 0.37661119  1.31726365 -0.83307594 -0.9072167   0.9931991   1.32552389
 -0.36461359 -1.52301588 -1.28423586 -0.18121846 -0.58697682  1.39795936
 -1.74319859 -0.23255482  0.02745983 -0.59560253  0.56185539  0.69867214
  1.12281456 -0.11467521  0.78045492 -1.33420765 -1.0855637  -1.09468972]",[0.17303444],YES,YES
G,phasex,circles_500samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031049824520201,0.0075762054558495,-0.0015875196323443,0.0025815274269846,"[ 0.38634956  1.3211532  -0.88448137 -0.88427154  0.9500331   1.36573217
 -0.36473944 -1.5715803  -1.2668292  -0.18984813 -0.59456966  1.3480103
 -1.73937145 -0.25180575  0.0605612  -0.6275147   0.56306759  0.69776073
  1.12037574 -0.1328939   0.83575002 -1.33098197 -1.09967872 -1.10158984]",[0.14573767],YES,YES
G,phasex,circles_500samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5779706416613337,0.6298644861573002,-0.0018852542963069,0.0063605177011446,"[ 0.32325281  1.27277085 -0.85969275 -0.8144445   0.8967396   1.33878956
 -0.42485787 -1.54555604 -1.32752274 -0.25977715 -0.58297476  1.3915437
 -1.7406934  -0.31408962 -0.02760109 -0.59383237  0.56479952  0.72725287
  1.1236299  -0.13678426  0.84158819 -1.329657   -1.06836254 -1.01465349]",[0.18133937],YES,YES
G,phasex,circles_500samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-0.52831495  0.4263231   0.03699912  0.03664725 -0.02072019  0.44766034
 -1.2029977  -0.69600901 -2.15711196 -1.12162947  0.31346847  2.24863625
 -2.65188735 -1.25140402 -0.83802593  0.26337964  1.42454283  1.54718186
  0.22048166 -1.04018081 -0.05049618 -2.26759854 -0.19006679 -0.18665287]",[0.91678165],YES,YES
G,phasex,circles_500samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6047084126793566,0.6249327362132966,-0.0017639872338285,-0.000167422392745,"[ 0.31016925  1.28932936 -0.82164575 -0.85266846  0.90227755  1.32612438
 -0.40084929 -1.50012033 -1.32151829 -0.23309584 -0.62371802  1.38466318
 -1.75802893 -0.25978312 -0.04442655 -0.62177871  0.57568406  0.70366122
  1.06729838 -0.10317397  0.78202745 -1.36441912 -1.07868409 -1.07078314]",[0.17554982],YES,YES
G,phasex,circles_500samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031287090196977,0.0084165032461648,-0.0017571476037783,0.0012172785540544,"[ 0.34466715  1.322551   -0.77294172 -0.87199445  0.88842987  1.27150721
 -0.40870011 -1.49278557 -1.27848358 -0.26160206 -0.63188674  1.40512064
 -1.7817967  -0.27428073 -0.04494218 -0.60245505  0.59549413  0.68091408
  1.0637966  -0.13971069  0.76508075 -1.37984591 -1.1221154  -1.00616136]",[0.16111807],YES,YES
G,phasex,circles_500samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6022110346850248,0.6198883670372342,-0.0012004192113501,-0.0044076587212818,"[ 0.34598355  1.26677362 -0.82287265 -0.97289347  0.94130472  1.40216642
 -0.35336734 -1.58901483 -1.28139944 -0.25520904 -0.55969627  1.38289188
 -1.69475682 -0.26484116  0.08130611 -0.62863351  0.58454539  0.66883879
  1.17539967 -0.18645194  0.80445222 -1.35319745 -1.12678744 -1.08766164]",[0.16107241],YES,YES
G,phasex,circles_500samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0031045866000365,0.0079804968886478,-0.0006619960984833,-0.0047546767329998,"[ 0.29584935  1.27178394 -0.80138267 -0.99528579  0.97467229  1.41158542
 -0.34713885 -1.60238657 -1.21546599 -0.18867674 -0.52568829  1.43293941
 -1.63267062 -0.23840484  0.1328674  -0.59701527  0.55469405  0.74106493
  1.20302026 -0.20618586  0.78925217 -1.28241054 -1.09214696 -1.09214012]",[0.15887744],YES,YES
G,phasex,circles_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5898846212626354,0.684039234544577,0.0320903798170224,-0.0471441523118767,"[ 0.36089379  1.3485625  -0.84895397 -0.87262082  0.95918561  1.33233919
 -0.30544732 -1.56096563 -1.1718743  -0.22030141 -0.61572288  1.37202418
 -1.81854793 -0.24836473  0.03425876 -0.6728331   0.51271838  0.58645758
  1.21887203 -0.08622285  0.79500745 -1.36782346 -1.1216554  -1.08944584]",[0.11128929],YES,YES
G,phasex,circles_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-0.85322791  2.56707229 -2.11473066 -2.11084842  2.120029    0.12949385
  0.9377515  -0.37784253 -0.00961629  1.01911972  0.63838143  0.10365294
 -2.97428796  0.89609165 -1.16042653  0.58154612  1.74694343 -0.59780145
  2.36123085  1.11154897 -0.36866266 -0.12684935 -2.33081598  0.13826009]",[1.23494814],YES,YES
G,phasex,circles_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6318841332763367,0.6048168984333289,-0.0206207040199958,-0.0405405405405405,"[ 0.36233472  1.39259596 -0.97625833 -0.90922911  1.04281544  1.28335313
 -0.27197189 -1.45961271 -1.18462704 -0.18030904 -0.53937602  1.34563073
 -1.82961019 -0.23664937  0.02310738 -0.63406747  0.4897751   0.55306295
  1.24383025 -0.04554619  0.78194242 -1.30717909 -1.13954029 -1.04342827]",[0.1970222],YES,YES
G,phasex,circles_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-8.62275184e-01  2.57611957e+00 -2.12377794e+00 -2.11989569e+00
  2.12907627e+00  1.20446580e-01  9.46798768e-01 -3.68795252e-01
 -5.69018301e-04  1.02816699e+00  6.47428708e-01  9.46056684e-02
 -2.98333523e+00  9.05138919e-01 -1.16947381e+00  5.90593395e-01
  1.75599071e+00 -6.06848725e-01  2.37027813e+00  1.12059625e+00
 -3.77709935e-01 -1.17802081e-01 -2.33986326e+00  1.47307361e-01]",[1.24399541],YES,YES
G,phasex,circles_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6137987001619818,0.6581318121597888,-0.0091533180778032,-0.0471441523118767,"[ 0.39766354  1.33146846 -0.82885003 -0.83879222  0.98008031  1.40638242
 -0.36062247 -1.55146556 -1.17807328 -0.23822675 -0.65808134  1.42765256
 -1.85914768 -0.25366972  0.10217862 -0.67100067  0.45066607  0.58929414
  1.22206487 -0.1354367   0.89919757 -1.43602771 -1.03957456 -1.12715474]",[0.1348607],YES,YES
G,phasex,circles_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0312574627627974,0.0770967398387512,0.000624349635796,-0.0490463215258855,"[ 0.41420249  1.37823247 -0.80873992 -0.84159687  0.98769356  1.41313898
 -0.37289225 -1.52237651 -1.1747311  -0.25553647 -0.6696511   1.42299643
 -1.86155236 -0.21182595  0.1289421  -0.71111365  0.42909403  0.56344454
  1.210558   -0.14992771  0.90771904 -1.44393881 -1.03619152 -1.13876657]",[0.12599108],YES,YES
G,phasex,circles_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6018530245174953,0.6514179952986625,-0.0104144969797958,-0.05,"[ 0.37834103  1.28747251 -0.85209164 -0.8705354   0.99833592  1.38374727
 -0.3075594  -1.51364353 -1.19615464 -0.21997801 -0.61726215  1.43138937
 -1.85245673 -0.20627313  0.14870898 -0.68071218  0.48129129  0.53141524
  1.24616263 -0.13029223  0.86184246 -1.44697802 -1.08113835 -1.12830276]",[0.18980094],YES,YES
G,phasex,circles_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0295001855593863,0.1127280865701256,0.0,-0.05,"[ 0.37029016  1.3551609  -0.86172821 -0.84784398  1.03204789  1.36128712
 -0.29204944 -1.4489397  -1.16161353 -0.20118249 -0.60059997  1.39029851
 -1.88200647 -0.19080782  0.1232635  -0.67053522  0.48972835  0.50056661
  1.25093653 -0.14923591  0.85737669 -1.40749393 -1.08228365 -1.11687834]",[0.15935864],YES,YES
G,phasex,circles_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.586761169773747,0.6667760911484713,0.0,-0.0405405405405405,"[ 0.32399486  1.36694212 -0.92430954 -0.92429955  1.00061603  1.36243561
 -0.31541902 -1.50818274 -1.13544064 -0.17035851 -0.53958961  1.34279289
 -1.85363206 -0.23108887  0.06839469 -0.62547164  0.50683281  0.53257297
  1.20871738 -0.12502179  0.8375693  -1.33472105 -1.17159102 -1.0932245 ]",[0.16897399],YES,YES
G,phasex,circles_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-8.60492357e-01  2.57433674e+00 -2.12199511e+00 -2.11811286e+00
  2.12729344e+00  1.22229406e-01  9.45015942e-01 -3.70578079e-01
 -2.35184496e-03  1.02638417e+00  6.45645881e-01  9.63884951e-02
 -2.98155241e+00  9.03356092e-01 -1.16769098e+00  5.88810568e-01
  1.75420788e+00 -6.05065898e-01  2.36849530e+00  1.11881342e+00
 -3.75927108e-01 -1.19584908e-01 -2.33808043e+00  1.45524535e-01]",[1.24221258],YES,YES
G,phasex,circles_50samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6063728273364664,0.7277136749040312,0.0510204081632653,0.0771300448430493,"[ 0.35136524  1.35352749 -0.90340605 -0.89609145  1.00772202  1.39005537
 -0.40130188 -1.5400602  -1.19407603 -0.29168142 -0.5290932   1.38056485
 -1.78421654 -0.2991612   0.05093614 -0.71365488  0.44138424  0.64634246
  1.19739577 -0.16842024  0.82457259 -1.33396621 -1.0583605  -1.05813481]",[0.19554384],YES,YES
G,phasex,circles_50samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0337709057084558,0.230901260757875,0.0506909242413721,0.0258697591436217,"[ 0.37564049  1.32313425 -0.85965771 -0.87125732  0.94977417  1.4049288
 -0.37000011 -1.56188689 -1.26210045 -0.27552656 -0.57337786  1.37209442
 -1.76731121 -0.29920871  0.06219028 -0.68565512  0.4717844   0.64367931
  1.1989752  -0.136015    0.83056395 -1.3838435  -1.07255811 -1.09666799]",[0.13498912],YES,YES
G,phasex,circles_50samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6402354012379903,0.5630463485883535,-0.0174305555555555,-0.0490463215258855,"[ 0.39121073  1.30275214 -0.89325707 -0.82707267  1.01123336  1.38546222
 -0.35945658 -1.52820417 -1.21052359 -0.24497527 -0.59127871  1.39724402
 -1.84144468 -0.27242177  0.10283257 -0.6807519   0.42798596  0.62640271
  1.18756558 -0.12490043  0.8311139  -1.39380746 -1.10321781 -1.10100702]",[0.16488024],YES,YES
G,phasex,circles_50samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0360658160789621,0.0519336286033086,-0.020762447052288,-0.0490463215258855,"[ 0.42277254  1.30993083 -0.85838406 -0.83842895  0.95563892  1.42517386
 -0.33301965 -1.57984738 -1.20477493 -0.25840504 -0.60537314  1.41602515
 -1.80787637 -0.26432048  0.09540671 -0.69159699  0.44073773  0.58671144
  1.19346189 -0.13087137  0.85274337 -1.40686551 -1.09062229 -1.11593634]",[0.14610816],YES,YES
G,phasex,circles_50samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6264008182977058,0.5739376258651332,0.0306122448979591,-0.0216216216216216,"[ 0.37170667  1.33601935 -0.9349819  -0.89956998  0.94897417  1.35635423
 -0.3896797  -1.567468   -1.2316996  -0.2483743  -0.57358649  1.36127626
 -1.74742184 -0.33926723  0.05350345 -0.6862281   0.43911195  0.58862857
  1.24398195 -0.13890062  0.82859209 -1.35746221 -1.10035346 -1.08546959]",[0.13551912],YES,YES
G,phasex,circles_50samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0341386096278864,0.0772845847511254,0.0138792505204718,-0.0216216216216216,"[ 0.33111173  1.35425127 -0.94464029 -0.93827128  0.98851171  1.32069978
 -0.31629696 -1.52285997 -1.22083485 -0.21716805 -0.52649698  1.30834787
 -1.80200896 -0.31972407  0.04036875 -0.61868332  0.4972248   0.57938952
  1.2499072  -0.06776065  0.81961481 -1.33207947 -1.12540037 -1.02741889]",[0.15493399],YES,YES
G,phasex,circles_50samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.5321833755079926,0.7127532710514365,0.0136054421768707,0.0771300448430493,"[ 0.3390948   1.34346022 -0.90078629 -0.93035417  0.98530358  1.31878471
 -0.31509962 -1.5260138  -1.24902951 -0.15542082 -0.54412032  1.30246996
 -1.91029133 -0.17405735  0.05359743 -0.59429296  0.49211241  0.54440934
  1.22363436 -0.08153502  0.80536041 -1.40116934 -1.12423398 -1.00866666]",[0.15339847],YES,YES
G,phasex,circles_50samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0213587693316575,0.1837790680568315,0.0002775850104094,0.0162162162162162,"[ 0.35092859  1.29798177 -0.88105583 -0.92704832  0.96179684  1.3834329
 -0.34072714 -1.57466932 -1.24977988 -0.21716611 -0.54394811  1.35751058
 -1.7965319  -0.26439305  0.07153687 -0.61561285  0.46598053  0.60892353
  1.15433546 -0.08799001  0.85911429 -1.40316039 -1.08805399 -1.08436307]",[0.10586948],YES,YES
G,phasex,circles_50samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.5775869525818083,0.715513493274166,-0.0201249132546842,-0.028105167724388,"[ 0.40684834  1.34405963 -0.85529803 -0.87009344  0.97530719  1.38702835
 -0.35066999 -1.53576931 -1.21337679 -0.22404428 -0.62001558  1.37533734
 -1.86839112 -0.24404577  0.12005353 -0.66822353  0.45957031  0.53918856
  1.21661985 -0.11993024  0.91456575 -1.43810514 -1.07924247 -1.1068913 ]",[0.12260818],YES,YES
G,phasex,circles_50samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0265299218451438,0.1118006727365337,-0.0201249132546842,-0.028105167724388,"[ 0.39015575  1.35674205 -0.89799222 -0.90873828  0.95695838  1.37225136
 -0.36431107 -1.5463774  -1.22918205 -0.21737179 -0.6071634   1.33759319
 -1.81037288 -0.28167212  0.06289229 -0.66029689  0.51040622  0.59363821
  1.20445659 -0.0899908   0.87718006 -1.3793145  -1.09284724 -1.07304969]",[0.10512241],YES,YES
G,phasex,moons_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.615116126933116,0.6155372149212677,0.133186771365686,0.1880513250989327,"[ 0.30844203  1.33002567 -0.90207447 -0.86502393  0.97965681  1.34998887
 -0.38558915 -1.51385466 -1.36010742 -0.23149424 -0.53435466  1.43497684
 -1.74052965 -0.23021719 -0.04590902 -0.51719196  0.65142988  0.78746683
  1.03253074 -0.16592468  0.81162564 -1.24824437 -1.09371663 -1.09416786]",[0.27039747],YES,YES
G,phasex,moons_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,"[-0.53128397  0.42892606  0.04882446  0.04290061 -0.01811724  0.435835
 -1.20039474 -0.68418368 -2.16336532 -1.11902652  0.3164375   2.25160528
 -2.65814071 -1.25765738 -0.84427929  0.27520497  1.43079619  1.55015088
  0.22308461 -1.05200615 -0.06232151 -2.26499559 -0.19266974 -0.18368385]",[0.92860699],YES,YES
