ARQUITETURA_ANSATZ,INPUT_EMBEDDING,DATASET,DATASET_DIVISION_INDEX,OPTIMIZER,UNSUPERVISED_METRIC,MEASURED_WIRES,MEASURE_TYPE,TRAIN_METRIC_COST,TEST_METRIC_COST,TRAIN_ACCURACY,TEST_ACCURACY,WEIGHT,BIAS,USE_BIAS,Normalized
ry,amplitude,xor_50samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6198649997398685,0.6664560362243002,0.0510204081632653,-0.0253164556962025,[0.47918502],[0.1393557],YES,YES
ry,amplitude,xor_50samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0367084972008566,0.1008184953527089,0.0510204081632653,-0.0253164556962025,[0.5348127],[0.17666432],YES,YES
ry,amplitude,xor_50samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6417324745366926,0.6215049782556451,0.1034100360410313,0.0696202531645569,[0.52452594],[0.14062875],YES,YES
ry,amplitude,xor_50samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[2.37333092],[1.9916107],YES,YES
ry,amplitude,xor_50samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6446125558929472,0.5739474315936517,0.0316205533596837,0.3526745240253853,[0.53885579],[0.13416904],YES,YES
ry,amplitude,xor_50samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0419446027011474,0.1080902472485505,-0.020762447052288,0.2370572207084468,[0.31704467],[0.22382838],YES,YES
ry,amplitude,xor_50samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6674427715487057,0.565553383272311,0.0757922474169613,-0.0253164556962025,[0.52889152],[0.14293547],YES,YES
ry,amplitude,xor_50samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0446561014856469,0.0699278536301879,0.0757922474169613,-0.0253164556962025,[0.56401033],[0.186714],YES,YES
ry,amplitude,xor_50samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6436625827163717,0.6069664848986814,0.0757922474169613,0.240506329113924,[0.52140951],[0.14128278],YES,YES
ry,amplitude,xor_50samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0408012258037681,0.1019586784751668,0.0757922474169613,0.240506329113924,[2.97805854],[0.66175402],YES,YES
ry,amplitude,xor_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6683723723301589,0.683534302670938,0.0084149509611478,0.0027485176142309,[0.21635886],[0.18013372],YES,YES
ry,amplitude,xor_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0038057282866826,0.0096348964493294,0.0033776299913879,0.0027485176142309,[0.24447258],[0.18261367],YES,YES
ry,amplitude,xor_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6635094830838079,0.6748760939409304,0.0221435878673488,0.0083894044089721,[0.22628761],[0.20406508],YES,YES
ry,amplitude,xor_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0038320519107781,0.0095493376203715,-0.0006964307514323,-0.0003261766342408,[0.48134511],[0.30726855],YES,YES
ry,amplitude,xor_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6697778882193753,0.6718086109011536,0.0040166104559682,0.0247932190589477,[0.21945746],[0.17086786],YES,YES
ry,amplitude,xor_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0042064147256075,0.0087902702150463,0.0562683541193094,0.1203544204925064,[0.14477948],[0.23587765],YES,YES
ry,amplitude,xor_500samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6637813040394552,0.6761400155145458,-0.0009780050928775,-0.0025292168149311,[0.25754491],[0.15932581],YES,YES
ry,amplitude,xor_500samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0038686232250822,0.0091475374257006,-0.0018983882953751,-0.0033490304600425,[0.26088864],[0.14819021],YES,YES
ry,amplitude,xor_500samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6769668704506379,0.6775769581576789,-0.0017817707090646,-0.0044076587212818,[0.29744485],[0.13919445],YES,YES
ry,amplitude,xor_500samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-3.80572829],[4.30969243],YES,YES
ry,amplitude,xor_500samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.625821816606932,0.6156570826105772,0.0466848349660463,0.0319556533789842,[0.32409995],[0.1302815],YES,YES
ry,amplitude,xor_500samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-1.03587922],[1.41759944],YES,YES
ry,amplitude,xor_500samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6101202093998006,0.6353246811351709,0.0504314403702409,0.0479910232618359,[0.34109377],[0.12961582],YES,YES
ry,amplitude,xor_500samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0039701809779766,0.0106878682902823,-1.816163059216065e-05,-0.0047095432789584,[0.27682222],[0.22466713],YES,YES
ry,amplitude,xor_500samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6347062258155035,0.610260161285024,0.0162513397824944,0.0568717899300112,[0.3256038],[0.16550601],YES,YES
ry,amplitude,xor_500samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0040458339720051,0.010232284701131,0.2979802276501469,0.157073457522673,[2.22955386],[0.29145142],YES,YES
ry,amplitude,xor_500samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6154679686372442,0.624569262859852,0.0414408037381722,0.0524781341107871,[0.36877285],[0.14156704],YES,YES
ry,amplitude,xor_500samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0037767264422574,0.0097329766656795,-0.0017820443059229,-0.0014913131011855,[0.2723282],[0.20245618],YES,YES
ry,amplitude,xor_500samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6202336445591914,0.6316686054365654,0.0846405878070425,0.0620514823312806,[0.43514318],[0.13416152],YES,YES
ry,amplitude,xor_500samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0036950613459078,0.0086387416549633,0.0260612165560556,0.0187126058524415,[0.33357885],[0.19140669],YES,YES
ry,amplitude,xor_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6230060287075536,0.7243774086163326,0.2080397845006216,0.2466367713004484,[0.48911564],[0.19676208],YES,YES
ry,amplitude,xor_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0374347939946501,0.0958445281346975,0.0010401497815685,0.0162162162162162,[-0.19055513],[0.45539342],YES,YES
ry,amplitude,xor_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6389601795179084,0.695109190293257,0.0794308606161072,0.1486486486486486,[0.47161834],[0.20312751],YES,YES
ry,amplitude,xor_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0405064431186345,0.1153335140456709,0.0794308606161072,0.1486486486486486,[0.52248344],[0.24079367],YES,YES
ry,amplitude,xor_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6541668514438778,0.700152987007679,0.0779661016949152,0.1570026761819803,[0.44233426],[0.19555729],YES,YES
ry,amplitude,xor_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0340547541583801,0.1235978035435625,0.0151095092874965,0.2466367713004484,[0.32152559],[0.23311029],YES,YES
ry,amplitude,xor_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6625890342765643,0.6644476081340112,0.1689165801315334,0.0162162162162162,[0.42159199],[0.21223398],YES,YES
ry,amplitude,xor_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0343730861713631,0.1167632793881083,0.1335552319534013,-0.0253164556962025,[0.39898022],[0.30575707],YES,YES
ry,amplitude,xor_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6557180505936184,0.6742699661785505,0.1679373440532298,0.0696202531645569,[0.43677191],[0.19644319],YES,YES
ry,amplitude,xor_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0373870703607132,0.1256184776274576,-0.0159489633173843,-0.0299727520435967,[2.07706692],[0.60148618],YES,YES
ry,amplitude,circles_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.6245299853354171,0.5961695326064238,-0.0009657032972888,-0.0025134787697384,[0.2444215],[0.1950161],YES,YES
ry,amplitude,circles_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0034536086654825,0.0071103219777187,0.0017179810111276,-0.0046885138387904,[0.10480437],[0.27907317],YES,YES
ry,amplitude,circles_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6245247495192114,0.5907152873093269,-0.0011868846244913,-0.0044391941597996,[0.32103376],[0.19151518],YES,YES
ry,amplitude,circles_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0033576996970317,0.0063153774362325,-0.0003740223264291,-0.0047095432789584,[0.19882957],[0.18237246],YES,YES
ry,amplitude,circles_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6174357582138637,0.60529744409617,0.0007951421362654,-0.0033490304600425,[0.26595416],[0.20339953],YES,YES
ry,amplitude,circles_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-1.89408849],[2.31311925],YES,YES
ry,amplitude,circles_500samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6326281708390118,0.6017667348110389,0.0012304887697075,0.0157603918121311,[0.24081244],[0.20401468],YES,YES
ry,amplitude,circles_500samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0035880441844633,0.0073341096879525,0.0033776299913879,0.0157260568342763,[0.30469959],[0.21533635],YES,YES
ry,amplitude,circles_500samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6180954032499102,0.6355647535306035,-0.0020312549714538,-0.0047546767329998,[0.26727262],[0.19239548],YES,YES
ry,amplitude,circles_500samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-2.76335929],[3.14187],YES,YES
ry,amplitude,circles_500samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5948131283546468,0.6040853056828708,-0.0017793083440651,-0.0033455302155189,[0.2769836],[0.18515303],YES,YES
ry,amplitude,circles_500samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-0.71642835],[1.09814858],YES,YES
ry,amplitude,circles_500samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6021455106777656,0.5756722768971896,-0.002048872449326,-0.0046727423363711,[0.2599088],[0.18040348],YES,YES
ry,amplitude,circles_500samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0030850285341004,0.0063892934437878,-0.0018987987383946,-0.0046885138387904,[0.21002834],[0.17765508],YES,YES
ry,amplitude,circles_500samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5865816644987195,0.6134170608565354,-0.0009780050928775,-0.0039804362083641,[0.32111114],[0.20989847],YES,YES
ry,amplitude,circles_500samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0027986531742102,0.0074119602617207,-0.0012244816026657,-0.0047095432789584,[0.18316643],[0.23802393],YES,YES
ry,amplitude,circles_500samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.5935328502426127,0.5908509121490619,-0.0019725193034979,-0.0047148007765554,[0.29232463],[0.21293818],YES,YES
ry,amplitude,circles_500samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0030198577105542,0.0067662196963809,-0.0017533174517456,-0.0024855012427506,[0.4282718],[0.22876249],YES,YES
ry,amplitude,circles_500samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.5907255200604756,0.609963903443205,0.0003697857082944,0.0062201290772719,[0.30827999],[0.18170506],YES,YES
ry,amplitude,circles_500samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0029326322277843,0.0074863497064186,0.0003697857082944,0.0062201290772719,[0.30924745],[0.19096682],YES,YES
ry,amplitude,circles_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.630734348025432,0.6190885441559966,0.0151095092874965,0.0072727272727272,[0.44600112],[0.19287621],YES,YES
ry,amplitude,circles_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0344323110293007,0.0711246826025139,0.0151095092874965,0.0072727272727272,[0.47135336],[0.2150899],YES,YES
ry,amplitude,circles_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6624585567248388,0.7559284870342186,-0.0086637094538397,-0.0309090909090909,[0.45158418],[0.19607457],YES,YES
ry,amplitude,circles_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0410088380220717,0.153499825404142,-0.0086637094538397,-0.0490463215258855,[0.46307897],[0.19741716],YES,YES
ry,amplitude,circles_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.6095916020899108,0.5495342712394895,0.0,-0.0299727520435967,[0.39207184],[0.19882031],YES,YES
ry,amplitude,circles_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0316267875508921,0.044683789645313,-0.0099236641221374,0.0099728014505893,[0.44619339],[0.19779868],YES,YES
ry,amplitude,circles_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6524041670717604,0.5246867144741407,-0.0105548225817651,0.0729729729729729,[0.4253553],[0.22675904],YES,YES
ry,amplitude,circles_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0351531519830022,0.0533985896774939,-0.0004166666666666,0.0729729729729729,[0.37517224],[0.25293681],YES,YES
ry,amplitude,circles_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6382458207180918,0.734661468879871,-0.0159489633173843,-0.0309090909090909,[0.44346218],[0.19740437],YES,YES
ry,amplitude,circles_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0375532393482167,0.1282075658050926,-0.0188522317715553,-0.0309090909090909,[0.50192685],[0.20878753],YES,YES
ry,amplitude,circles_50samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5787743160374967,0.4982572385352833,-0.0159489633173843,-0.0299727520435967,[0.44312251],[0.20269438],YES,YES
ry,amplitude,circles_50samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0280134284028708,0.0437377313889848,-0.0159489633173843,-0.0299727520435967,[0.51960807],[0.23280315],YES,YES
ry,amplitude,circles_50samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6076039286914678,0.6507668822583932,0.0015248128638757,-0.0490463215258855,[0.5019065],[0.20198656],YES,YES
ry,amplitude,circles_50samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0335654854353128,0.0985401905917213,-0.0105548225817651,-0.0358744394618834,[0.12942411],[0.57434754],YES,YES
ry,amplitude,circles_50samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5923435698533043,0.7109749648831198,0.0316205533596837,-0.0299727520435967,[0.48152114],[0.16931624],YES,YES
ry,amplitude,circles_50samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.031113792887751,0.1042748284466009,0.0316205533596837,-0.0471441523118767,[0.41063269],[0.148795],YES,YES
ry,amplitude,circles_50samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.5767818092568834,0.5327856118315301,-0.010625,0.0099728014505893,[0.45468937],[0.23320291],YES,YES
ry,amplitude,circles_50samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0268753264832809,0.0676036802139161,-0.010625,-0.0253164556962025,[0.49409479],[0.20259337],YES,YES
ry,amplitude,circles_50samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6515914612500924,0.5831314569587153,-0.0099236641221374,-0.0299727520435967,[0.47889571],[0.19309798],YES,YES
ry,amplitude,circles_50samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0390386415262908,0.0611642685381219,-0.0099236641221374,-0.0299727520435967,[0.70471117],[0.43914995],YES,YES
ry,amplitude,moons_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5366018618307868,0.5329231210603653,0.4146980564606764,0.6080112471606283,[0.27722332],[0.19237568],YES,YES
ry,amplitude,moons_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0016985896206757,0.0041113005798002,0.4306731654080624,0.5931554160125588,[0.24884893],[0.17299793],YES,YES
ry,amplitude,moons_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.516339371101596,0.5752712182094049,0.4975848339616875,0.4676590751213692,[0.27209792],[0.18799822],YES,YES
ry,amplitude,moons_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0015334124092476,0.0051632194911669,0.4747460595446585,0.4291689049190392,[0.23039927],[0.29465574],YES,YES
ry,amplitude,moons_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.536485681778107,0.5476229650696192,0.4306727766857925,0.4808802931752336,[0.28072925],[0.18926191],YES,YES
ry,amplitude,moons_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0018567455449427,0.0043110529753459,0.3686130220737693,0.467709212204454,[0.14786886],[0.31721759],YES,YES
ry,amplitude,moons_500samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.5222288189974242,0.5357822604460789,0.4579669516810976,0.4043195233244491,[0.2669533],[0.20802401],YES,YES
ry,amplitude,moons_500samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0015668388229793,0.004190352180633,0.4579678398882926,0.3922153456118112,[0.28723127],[0.18808622],YES,YES
ry,amplitude,moons_500samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.5126936866882119,0.5301767358442215,0.5092020769963438,0.4166193892292912,[0.2468606],[0.20836925],YES,YES
ry,amplitude,moons_500samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0015682058892544,0.0038527493466536,0.497593066655524,0.3685112257761804,[0.17309633],[0.23645086],YES,YES
ry,amplitude,moons_500samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.4982913737591478,0.4871340078484384,0.5092028142234025,0.6230549319825783,[0.33584653],[0.18946797],YES,YES
ry,amplitude,moons_500samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0014390182566141,0.0031303750023643,0.5033750737268415,0.5931554160125588,[0.26461956],[0.17767998],YES,YES
ry,amplitude,moons_500samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.4743038978803979,0.5058075570466896,0.5150636726047775,0.4808730492359162,[0.26603132],[0.19950244],YES,YES
ry,amplitude,moons_500samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0012671107192756,0.0033232153689404,0.5033750737268415,0.4808730492359162,[0.19860135],[0.21516005],YES,YES
ry,amplitude,moons_500samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.4688893066328593,0.5275396360731363,0.5150612886719201,0.5216131630392171,[0.25916726],[0.18625962],YES,YES
ry,amplitude,moons_500samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0018239707216236,0.0056783652656235,0.4307520650392117,0.3347847306954854,[-0.09716279],[0.45863268],YES,YES
ry,amplitude,moons_500samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.4878987062528598,0.4849642204803819,0.491825992556096,0.6080153495622976,[0.33988458],[0.19457956],YES,YES
ry,amplitude,moons_500samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0013738713871759,0.0032476365155818,0.4691184523825983,0.5216131630392171,[0.23119776],[0.26783274],YES,YES
ry,amplitude,moons_500samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.5190222421112837,0.4550111902381147,0.5150600966967018,0.5784969220954607,[0.3066053],[0.20534183],YES,YES
ry,amplitude,moons_500samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0015824186234301,0.002792345808369,0.5328399334377159,0.564009942004971,[0.33072151],[0.18258918],YES,YES
ry,amplitude,moons_50samples_no_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5125872691845262,0.5409905709554589,0.4419444444444444,0.3526745240253853,[0.45599117],[0.19227793],YES,YES
ry,amplitude,moons_50samples_no_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0190502222057103,0.0264913026572783,0.2901996118658164,0.4845454545454545,[0.03072398],[0.38590317],YES,YES
ry,amplitude,moons_50samples_no_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.4739572474568527,0.5576897484973833,0.499895855030202,0.6372727272727273,[0.44469411],[0.21297033],YES,YES
ry,amplitude,moons_50samples_no_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0125169578580366,0.045569027201868,0.499895855030202,0.6372727272727273,[0.56574724],[0.28435483],YES,YES
ry,amplitude,moons_50samples_no_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.448916694528636,0.4713192162870396,0.5610416666666667,0.6372727272727273,[0.41652755],[0.20539614],YES,YES
ry,amplitude,moons_50samples_no_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0171328276133829,0.0344945593013668,0.3374245891408363,0.4845454545454545,[-0.0436761],[0.4374892],YES,YES
ry,amplitude,moons_50samples_no_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.4334337249877341,0.6558404941391042,0.4421768707482993,0.4873417721518987,[0.4238283],[0.19314708],YES,YES
ry,amplitude,moons_50samples_no_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0095641377551053,0.0827344794879907,0.4421768707482993,0.4873417721518987,[0.39150046],[0.19685773],YES,YES
ry,amplitude,moons_50samples_no_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.4965627172237046,0.5168002640677447,0.499895855030202,0.6372727272727273,[0.39060914],[0.18727931],YES,YES
ry,amplitude,moons_50samples_no_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0169857390213339,0.0677029525352883,0.5,0.1524663677130044,[-0.05968047],[0.43680174],YES,YES
ry,amplitude,moons_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.491479338797135,0.5522739087763957,0.6259541984732825,0.1486486486486486,[0.41556738],[0.27009318],YES,YES
ry,amplitude,moons_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0160627458155993,0.0471276841807478,0.5614984391259105,0.1486486486486486,[0.60233852],[0.32091151],YES,YES
ry,amplitude,moons_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.5232983846717443,0.5942892271862961,0.5001387925052048,0.3526745240253853,[0.39881456],[0.1985015],YES,YES
ry,amplitude,moons_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0157492173156798,0.0470113041609212,0.5001387925052048,0.3526745240253853,[0.38489563],[0.17508034],YES,YES
ry,amplitude,moons_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5617712282240039,0.5171121939983754,0.4425251474158862,0.8092643051771117,[0.41122114],[0.2204577],YES,YES
ry,amplitude,moons_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0180006089407781,0.0390950162859475,0.3876275775880025,0.8092643051771117,[0.36609263],[0.24294263],YES,YES
ry,amplitude,moons_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.5522335543174708,0.5725405304429125,0.5005200748907843,0.2370572207084468,[0.45728308],[0.22525405],YES,YES
ry,amplitude,moons_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,0.0188622891303197,0.0464769774360447,0.4430274466315497,0.2370572207084468,[0.57832049],[0.33078108],YES,YES
ry,amplitude,moons_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.533625694147913,0.5128766335089252,0.3879250520471894,1.0,[0.40384456],[0.20868395],YES,YES
ry,amplitude,moons_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.016460331382749,0.0395136549629577,0.3879250520471894,0.8092643051771117,[0.39560215],[0.17476227],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5358198984820987,0.5631104484140139,0.6939625260235948,0.8092643051771117,[0.27616038],[0.34676898],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0305735758804755,0.0799222966226661,0.3876275775880025,0.4873417721518987,[0.49461772],[0.42722033],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.6344062960008672,0.5033908549104222,0.4419831956114158,0.8092643051771117,[0.30971268],[0.30319013],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0294407116304332,0.0364989455624355,0.4419831956114158,0.8092643051771117,[0.40335736],[0.38460699],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5353176813828882,0.6305688849994338,0.6938137887940012,0.3544303797468354,[0.24260382],[0.38850451],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[1.83721018],[1.51428144],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,3,SPSAOptimizer(10),silhouette,1,expval,0.6410172026409868,0.6577055196407541,0.336734693877551,0.4850136239782016,[0.38470455],[0.27813461],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,3,SPSAOptimizer(10),calinski harabasz,1,expval,10.0,10.0,0.0,0.0,[-0.14846117],[1.56775169],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,4,SPSAOptimizer(10),silhouette,1,expval,0.6276156275467086,0.7223709211979803,0.2905929620393461,0.3567567567567568,[0.48582067],[0.2060987],YES,YES
ry,amplitude,blobs_2classes_2features_50samples_low_noise,4,SPSAOptimizer(10),calinski harabasz,1,expval,0.0278828082862237,0.1553672791817716,0.2905929620393461,0.3567567567567568,[0.56126959],[0.34892541],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,0,SPSAOptimizer(10),silhouette,1,expval,0.5770255851437802,0.5010185617388552,0.5570121720991187,0.6536717251002965,[0.19654114],[0.29543913],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,0,SPSAOptimizer(10),calinski harabasz,1,expval,0.0023949327050803,0.0037143988903694,0.5817185462341511,0.6536723291953093,[0.53464699],[0.57160555],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,1,SPSAOptimizer(10),silhouette,1,expval,0.5742365975622146,0.5421465344175113,0.5631425858007492,0.6080153495622976,[0.1834818],[0.25491528],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,1,SPSAOptimizer(10),calinski harabasz,1,expval,0.0024239935371978,0.0047325886570964,0.5631386485663005,0.5640183068915958,[0.30206879],[0.32184013],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,2,SPSAOptimizer(10),silhouette,1,expval,0.5629785796810286,0.5900246455897817,0.5754941841678971,0.4676572180109811,[0.22288498],[0.26267207],YES,YES
ry,amplitude,blobs_2classes_2features_500samples_low_noise,2,SPSAOptimizer(10),calinski harabasz,1,expval,0.0023296729958301,0.0058921903976614,0.5631461650432091,0.4417795898788824,[0.27747755],[0.27852398],YES,YES
